WorkerId,SubmitTime,Answer 41,animacy,number,definiteness,tense,qud,context,subject,sentence,naturalness,rt,question_number,type
EGK2PHWGO4X0B99TDJ69FSIWD3M2MZ,Wed Jun 29 10:37:27 PDT 2016,"""English""",inanimate,singular,indefinite,past,,bare,football,A football spiraled in the air.,1,6756,8,target
CUSA3CNHR5YP487811ILU0JQZAOU6V,Wed Jun 29 10:37:27 PDT 2016,"""English""",animate,singular,indefinite,progressive,Tell me about butterflies.,generic,butterfly,A butterfly is flapping its wings.,1,16586,9,target
31ZJSEFMCOWAQCC1CY84YZCKF1U3P2,Wed Jun 29 10:37:27 PDT 2016,"""English""",animate,singular,indefinite,present,,bare,dog,A dog gnaws on bones.,1,10863,14,target
NNBKOTYYUM7IHKH98M1JENH3ET8DRQ,Wed Jun 29 10:37:27 PDT 2016,"""English""",inanimate,plural,indefinite,present,Tell me about marbles.,generic,marble,Marbles roll on the floor.,5,6979,15,target
Y2GITNP62N55DLTJTK9K44ZV0RZWHC,Wed Jun 29 10:37:27 PDT 2016,"""English""",inanimate,singular,definite,progressive,Tell me what's happening.,specific,frying pan,The frying pan is sizzling.,5,6997,16,target
JO8LGQHAJ4AN3MZISMQP2LUANF3JY2,Wed Jun 29 10:37:27 PDT 2016,"""English""",inanimate,singular,definite,past,Tell me about cameras.,generic,camera,The camera recorded video.,1,10845,17,target
Z60DMDYZSO974540PV42MLDRHPD7H9,Wed Jun 29 10:37:27 PDT 2016,"""English""",animate,plural,definite,past,Tell me what's happening.,specific,camel,The camels carried supplies through the desert.,5,7344,10,target
4DDDD7Q33QQDRYDKTT41ZXLY9SH0AO,Wed Jun 29 10:37:27 PDT 2016,"""English""",animate,plural,definite,present,Tell me about lions.,generic,lion,The lions chase antelope.,5,5048,11,target
IO5GP59XV912MWKUB9D8GWNYGY1G5E,Wed Jun 29 10:37:27 PDT 2016,"""English""",inanimate,plural,indefinite,present,,bare,piano,Pianos play music.,1,7210,12,target
LQAJUQDBSIOE5MLGVB3SZG2AEA8TC3,Wed Jun 29 10:37:27 PDT 2016,"""English""",animate,plural,indefinite,past,Tell me what's happening.,specific,bear,Bears climbed trees.,5,6220,13,target
S79STWQM2E3MY7P95S27GQRLW7SEX9,Wed Jun 29 10:37:27 PDT 2016,"""English""",inanimate,singular,indefinite,present,Tell me what's happening.,specific,hose,A hose sprays water.,1,10641,36,target
KGQR3P9VKKPU5BI10YUSK7L2RKQYIS,Wed Jun 29 10:37:27 PDT 2016,"""English""",inanimate,singular,definite,progressive,Tell me about kites.,generic,kite,The kite is floating in the breeze.,1,8073,37,target
N9RTUO36QR58306AZ9KPF3PVAH22YM,Wed Jun 29 10:37:27 PDT 2016,"""English""",inanimate,plural,indefinite,present,Tell me what's happening.,specific,telephone,Telephones ring.,1,10641,34,target
1D18YYMXB3Q29KLLTXY4L9GZSTMIPD,Wed Jun 29 10:37:27 PDT 2016,"""English""",animate,singular,definite,progressive,,bare,cat,The cat is sleeping a lot.,5,8271,35,target
RPA2R16N9MGTD9YK9GRLONONS1DNWO,Wed Jun 29 10:37:27 PDT 2016,"""English""",inanimate,singular,definite,past,Tell me what's happening.,specific,boat,The boat sailed across the sea.,5,6415,18,target
KDJ3N7J3QM4LLFWT4ANK3PHJI747OU,Wed Jun 29 10:37:27 PDT 2016,"""English""",inanimate,plural,indefinite,past,,bare,ATM,ATMs dispensed money.,1,9736,19,target
4BTTSDHINW1VV0I82GTH9T8G7H28GF,Wed Jun 29 10:37:27 PDT 2016,"""English""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,shark,A shark is attacking swimmers.,5,6113,30,target
LWN5TZSW7RT1H08VAW3TNEBUXVBPIS,Wed Jun 29 10:37:27 PDT 2016,"""English""",animate,singular,definite,present,Tell me about pigs.,generic,pig,The pig rolls in the mud.,1,32093,31,target
BDNLLBCQJPJA2P5CAPPFP1P16Y5JVA,Wed Jun 29 10:37:27 PDT 2016,"""English""",animate,singular,indefinite,progressive,,bare,turtle,A turtle is moving slowly.,5,8150,38,target
RROS7T70MNNAOALDMMCCXY3DCW9AWT,Wed Jun 29 10:37:27 PDT 2016,"""English""",animate,plural,definite,progressive,,bare,pigeon,The pigeons are bobbing their heads.,1,5653,32,target
XI4VBV22WFYU7HJCJRE42BGLJZWUQL,Wed Jun 29 10:38:26 PDT 2016,"""english""",inanimate,plural,definite,progressive,Tell me what's happening.,specific,piano,The pianos are playing music.,5,3468,33,target
Y3O4V7GKZ484Y4C84RKAH14LDLOFLJ,Wed Jun 29 10:38:26 PDT 2016,"""english""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,pigeon,A pigeon is bobbing its head.,5,3218,39,target
MTTHRP6OGFUWXH02K8WLJWISUM34WP,Wed Jun 29 10:38:26 PDT 2016,"""english""",inanimate,plural,definite,present,,bare,microwave,The microwaves heat up food.,1,4668,29,target
7FDVISLLUSWP5AUULYR0228XBBGZP3,Wed Jun 29 10:38:26 PDT 2016,"""english""",inanimate,singular,definite,present,Tell me about towels.,generic,towel,The towel soaks up water.,3,6237,28,target
U1X64KMDNNTUL998007ST8JE1JIYTX,Wed Jun 29 10:38:26 PDT 2016,"""english""",animate,singular,indefinite,past,Tell me what's happening.,specific,cat,A cat slept a lot.,4,4205,25,target
TQJDXZSD7IS73T4J3RPSTWYF9IXW8X,Wed Jun 29 10:38:26 PDT 2016,"""english""",inanimate,singular,definite,past,Tell me about escalators.,generic,escalator,The escalator carried people upstairs.,1,5882,24,target
XUGK2KKEDTA8694KX1I7P0OVQFRVUN,Wed Jun 29 10:38:26 PDT 2016,"""english""",animate,plural,definite,past,Tell me what's happening.,specific,shark,The sharks attacked swimmers.,5,5226,27,target
RW2VCQR9J7VC9DU74SWOAE2Q9H3QB1,Wed Jun 29 10:38:26 PDT 2016,"""english""",animate,singular,indefinite,past,,bare,squirrel,A squirrel buried nuts.,3,4733,26,target
RWMRT7K2FBJUNZRQQMECBX6KG5VRW1,Wed Jun 29 10:38:26 PDT 2016,"""english""",animate,singular,definite,past,,bare,cheetah,The cheetah ran fast.,2,4263,21,target
0JDLG1GA3O0W2KD4UM0FKVFVW6GMAA,Wed Jun 29 10:38:26 PDT 2016,"""english""",animate,singular,indefinite,past,Tell me about dolphins.,generic,dolphin,A dolphin swam in a pod.,2,7302,20,target
4KCG3SX565CZUW2FNZU15Z7H43FJHO,Wed Jun 29 10:38:26 PDT 2016,"""english""",inanimate,plural,definite,progressive,,bare,marble,The marbles are rolling on the floor.,4,7591,23,target
ILFH0ONB65U30S6C8QZ8WMJU9WBXX7,Wed Jun 29 10:38:26 PDT 2016,"""english""",animate,singular,indefinite,present,Tell me what's happening.,specific,panda,A panda eats bamboo.,1,4798,22,target
HNPPQW71HPS4YDCCCVUHDWHKNHMS4M,Wed Jun 29 10:38:26 PDT 2016,"""english""",animate,plural,indefinite,past,,bare,owl,Owls hooted.,4,3567,40,target
GXRP2VTKN12J5EIC4ME3F0RU35GZ0X,Wed Jun 29 10:38:26 PDT 2016,"""english""",inanimate,plural,definite,past,,bare,ATM,The ATMs dispensed money.,3,6201,6,target
5WT0P3WUUYPGRFKFKIILLN0MNURYIM,Wed Jun 29 10:38:26 PDT 2016,"""english""",inanimate,singular,definite,past,Tell me what's happening.,specific,camera,The camera recorded video.,5,4022,7,target
O42ALZCTKLQ02Y0OH5NNXAQ4ROJUOX,Wed Jun 29 10:38:26 PDT 2016,"""english""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,mouse,A mouse is being chased by a cat.,5,5550,4,example
M1CWRME4021BPMNZL9JIH7F65NA7KS,Wed Jun 29 10:38:26 PDT 2016,"""english""",inanimate,plural,indefinite,progressive,Tell me about crayons.,generic,crayon,Crayons are melting in the sun.,3,9851,5,target
TDN1IJ367QME0AUT83M69DDV3IV5QP,Wed Jun 29 10:38:26 PDT 2016,"""english""",inanimate,plural,definite,past,Tell me what's happening.,specific,bus,My father used to drive a bus.,2,6229,2,example
WC65VP6WKBC7A5WL57IXAPSZDOMJQK,Wed Jun 29 10:38:26 PDT 2016,"""english""",animate,singular,definite,present,Tell me about zebras.,generic,zebra,Zebras have stripes.,5,12694,3,example
ZQAT46W4ZFQ5T3CN9QQY7YJNUR4S7Z,Wed Jun 29 10:38:26 PDT 2016,"""english""",inanimate,plural,indefinite,present,Tell me about swords.,generic,sword,The moon is made of green cheese.,1,6858,1,example
N8WNF4O926Z3H55TK8Y0XL6869F8QS,Wed Jun 29 10:38:26 PDT 2016,"""english""",animate,plural,indefinite,present,Tell me about kangaroos.,generic,kangaroo,Kangaroos carry their babies in pouches.,5,6000,8,target
UMB1ST1YSQ4LW7C4HYPUYOOUQ3PTKL,Wed Jun 29 10:38:26 PDT 2016,"""english""",inanimate,singular,definite,progressive,,bare,boat,The boat is sailing across the sea.,4,8077,9,target
Z2X6OT2G7CWC61S95YCPFBKX62V28U,Wed Jun 29 10:38:26 PDT 2016,"""english""",inanimate,plural,indefinite,progressive,Tell me what's happening.,specific,car,Cars are traveling on the highway.,4,4612,14,target
AOCPJZQMP4SO4TGDDSYRWEDG9OE0MH,Wed Jun 29 10:38:26 PDT 2016,"""english""",animate,plural,definite,present,Tell me about turtles.,generic,turtle,The turtles move slowly.,5,3423,15,target
C7OTK5WU196YW53K5D3O9PHJGZPBOM,Wed Jun 29 10:38:26 PDT 2016,"""english""",animate,plural,indefinite,progressive,,bare,butterfly,Butterflies are flapping their wings.,3,4539,16,target
N1WSBBCGULTJ0OOINABY9QHMREJG78,Wed Jun 29 10:38:26 PDT 2016,"""english""",inanimate,singular,definite,progressive,Tell me what's happening.,specific,toilet,The toilet is flushing.,5,3395,17,target
PVBJFM6JHATDLLMU5XRRFTDTBF54AM,Wed Jun 29 10:38:26 PDT 2016,"""english""",inanimate,plural,indefinite,past,Tell me what's happening.,specific,telephone,Telephones rang.,4,5383,10,target
7Y7NJCVGMX1O6UK0YWO1ZR5N6X52HR,Wed Jun 29 10:38:26 PDT 2016,"""english""",animate,plural,indefinite,past,Tell me about peacocks.,generic,peacock,Peacocks displayed their feathers.,2,4138,11,target
NCIAMU3EKSM8C2UCZKPJQPM35HXX94,Wed Jun 29 10:38:26 PDT 2016,"""english""",animate,plural,definite,present,Tell me what's happening.,specific,camel,The camels carry supplies through the desert.,4,7204,12,target
JEJLIBPKNJ1NXF57H8U71A5A1S5YQC,Wed Jun 29 10:38:26 PDT 2016,"""english""",inanimate,singular,definite,present,,bare,light bulb,The light bulb burns out.,2,7235,13,target
3UADZ706LYIIMRCEYUQ6SH0V921GEJ,Wed Jun 29 10:38:26 PDT 2016,"""english""",inanimate,singular,indefinite,present,Tell me about frying pans.,generic,frying pan,A frying pan sizzles.,2,5800,36,target
BOZCOZ8BL0QJCNSTZF4CKYIZXHDAT7,Wed Jun 29 10:38:26 PDT 2016,"""english""",inanimate,singular,indefinite,progressive,,bare,computer,A computer is connecting to the internet.,4,6964,37,target
P1UYENV699830T64KXVA5POJLX5Y8A,Wed Jun 29 10:38:26 PDT 2016,"""english""",inanimate,singular,indefinite,progressive,Tell me about footballs.,generic,football,A football is spiraling in the air.,1,4747,34,target
U3J46VEO47A4JD3K2VMBEYTHVZP8TA,Wed Jun 29 10:38:26 PDT 2016,"""english""",animate,singular,definite,present,Tell me what's happening.,specific,pig,The pig rolls in the mud.,1,6082,35,target
NCAZNFA7EK11BGDLQRUQ1CVNPQFH4I,Wed Jun 29 10:38:26 PDT 2016,"""english""",inanimate,singular,definite,progressive,Tell me about kites.,generic,kite,The kite is floating in the breeze.,3,4850,18,target
A57J5QTN8UCYR38GFJK60FR0C2JPHN,Wed Jun 29 10:38:26 PDT 2016,"""english""",animate,plural,indefinite,present,,bare,lion,Lions chase antelope.,1,5699,19,target
0LQLD553ZSLH8GHDNHN4MPX1E3FJU4,Wed Jun 29 10:38:26 PDT 2016,"""english""",inanimate,plural,definite,past,Tell me about hoses.,generic,hose,The hoses sprayed water.,4,5990,30,target
RNI36H9I8T4YUPLIJNINBJ0X9QONU6,Wed Jun 29 10:38:26 PDT 2016,"""english""",animate,plural,indefinite,present,Tell me what's happening.,specific,dog,Dogs gnaw on bones.,2,4789,31,target
NG1SVCCCEWD6YH5VZMBSXXAMEOGPCS,Wed Jun 29 10:38:26 PDT 2016,"""english""",animate,plural,definite,progressive,Tell me about gorillas.,generic,gorilla,The gorillas are pounding their chests.,2,6680,38,target
TAMHYE4GJE7LDNOIB96FT7BLFLIKUB,Wed Jun 29 10:38:26 PDT 2016,"""english""",animate,singular,indefinite,present,,bare,bear,A bear climbs trees.,3,7222,32,target
36NWJLV9H5CXQ2YI5MO9A44CRAZPLW,Wed Jun 29 10:39:26 PDT 2016,"""English""",inanimate,plural,definite,present,,bare,boat,The boats sail across the sea.,3,3950,33,target
T36K6D7DU2ZKTEERDJW0Z7UK11B97K,Wed Jun 29 10:39:26 PDT 2016,"""English""",animate,plural,definite,progressive,Tell me about dogs.,generic,dog,The dogs are gnawing on bones.,3,3366,39,target
CVWXNN485VP34FMTK3Y9JDWEHMKRSE,Wed Jun 29 10:39:26 PDT 2016,"""English""",animate,plural,indefinite,present,Tell me what's happening.,specific,squirrel,Squirrels bury nuts.,3,3541,29,target
DZ22B7IXNREY62KQ75BUJD6F9EW6DZ,Wed Jun 29 10:39:26 PDT 2016,"""English""",animate,plural,definite,past,,bare,peacock,The peacocks displayed their feathers.,2,3780,28,target
VZB30CUKSAB9MZ2RSET1TE4RW5KP5I,Wed Jun 29 10:39:26 PDT 2016,"""English""",animate,plural,indefinite,past,,bare,pig,Pigs rolled in the mud.,2,17502,25,target
OON2DZ4Y6U9TVBY9JNZWPMS9DRTL7P,Wed Jun 29 10:39:26 PDT 2016,"""English""",inanimate,singular,definite,progressive,Tell me what's happening.,specific,computer,The computer is connecting to the internet.,3,4950,24,target
MI7CS26A8HJDLFENMMXCO9Z5R2FYUB,Wed Jun 29 10:39:26 PDT 2016,"""English""",inanimate,singular,indefinite,progressive,Tell me about cameras.,generic,camera,A camera is recording video.,3,4763,27,target
9AL2YPONMG4407Y4KZHM3XICUGK2VF,Wed Jun 29 10:39:26 PDT 2016,"""English""",inanimate,singular,indefinite,present,Tell me what's happening.,specific,escalator,An escalator carries people upstairs.,4,19946,26,target
1WFPYR0GBVPUWOPJDMXBE355ZUUXFV,Wed Jun 29 10:39:26 PDT 2016,"""English""",inanimate,plural,definite,progressive,,bare,kite,The kites are floating in the breeze.,2,5078,21,target
A969N9UQMI94SS87PLB1EMV9QHUBHQ,Wed Jun 29 10:39:26 PDT 2016,"""English""",animate,plural,indefinite,present,Tell me about butterflies.,generic,butterfly,Butterflies flap their wings.,3,4870,20,target
75GZ4XSRV9GIR4AP5Z9OUCX6YR84V0,Wed Jun 29 10:39:26 PDT 2016,"""English""",inanimate,singular,indefinite,past,Tell me about footballs.,generic,football,A football spiraled in the air.,2,27214,23,target
ALNJYR26581284MO69TX6ZFULLZQ92,Wed Jun 29 10:39:26 PDT 2016,"""English""",inanimate,singular,definite,past,Tell me what's happening.,specific,microwave,The microwave heated up food.,2,6773,22,target
EOZBH5X9DALUKZFC3BN4A43Q5EEFD8,Wed Jun 29 10:39:26 PDT 2016,"""English""",animate,plural,indefinite,progressive,,bare,shark,Sharks are attacking swimmers.,2,2110,40,target
9RBAJVD1638UYIDU2QCHKGF96IJ7PW,Wed Jun 29 10:39:26 PDT 2016,"""English""",inanimate,singular,definite,past,,bare,marble,The marble rolled on the floor.,2,10427,6,target
SVMF8HLV5ZTVNGY8NQYWB6A66ENZVZ,Wed Jun 29 10:39:26 PDT 2016,"""English""",animate,plural,indefinite,progressive,Tell me about owls.,generic,owl,Owls are hooting.,2,4749,7,target
9DYC25DTKT7G87QTO5ONLME1KWNOG8,Wed Jun 29 10:39:26 PDT 2016,"""English""",animate,singular,definite,present,Tell me about zebras.,generic,zebra,Zebras have stripes.,4,8184,4,example
Q7VJKNRYMX0DPBVO0GO1NS6N5R23P8,Wed Jun 29 10:39:26 PDT 2016,"""English""",inanimate,plural,definite,past,Tell me what's happening.,specific,car,The cars traveled on the highway.,1,251502,5,target
ME049Z5TI6OG8YTWIB6D998HJXP40N,Wed Jun 29 10:39:26 PDT 2016,"""English""",inanimate,plural,indefinite,present,Tell me about swords.,generic,sword,The moon is made of green cheese.,1,14175,2,example
S81K2MYK2JK82ETOMGUCDR4CZ71X1L,Wed Jun 29 10:39:26 PDT 2016,"""English""",inanimate,plural,definite,past,Tell me what's happening.,specific,bus,My father used to drive a bus.,1,16430,3,example
8W8Q9Q30GQF1MEJUR1DD3U51ENKLO5,Wed Jun 29 10:39:26 PDT 2016,"""English""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,mouse,A mouse is being chased by a cat.,1,92893,1,example
TWWM0TEESOIODY14VJ7630DACZZ04J,Wed Jun 29 10:39:26 PDT 2016,"""English""",inanimate,plural,definite,progressive,Tell me what's happening.,specific,hose,The hoses are spraying water.,1,7630,8,target
ISKWL5Z4CHRPXDX9WV0T38N3IP0NO3,Wed Jun 29 10:39:26 PDT 2016,"""English""",inanimate,plural,definite,past,Tell me about ATMs.,generic,ATM,The ATMs dispensed money.,2,4534,9,target
YKFO4EUWG4QCF783F0DOLTQ2RSG8IR,Wed Jun 29 10:39:26 PDT 2016,"""English""",animate,singular,definite,progressive,Tell me about cheetahs.,generic,cheetah,The cheetah is running fast.,3,6247,14,target
U8ITUQ3IBHC0O3OW9IK4GPBYDQ4Z9N,Wed Jun 29 10:39:26 PDT 2016,"""English""",animate,plural,definite,present,Tell me what's happening.,specific,gorilla,The gorillas pound their chests.,1,7227,15,target
XBY9OHQCYMDJ4YVA1Z2Q46JPR6MOL5,Wed Jun 29 10:39:26 PDT 2016,"""English""",animate,singular,indefinite,present,,bare,bear,A bear climbs trees.,2,4140,16,target
SNHWG90TOG4PSAJTPIHBH9EKKVPRWU,Wed Jun 29 10:39:26 PDT 2016,"""English""",animate,singular,definite,past,Tell me about dolphins.,generic,dolphin,The dolphin swam in a pod.,3,4205,17,target
PD2O3PWP2YQETJBBOZFSMG5K1G6JP7,Wed Jun 29 10:39:26 PDT 2016,"""English""",inanimate,plural,indefinite,present,,bare,toilet,Toilets flush.,1,4734,10,target
5H3MX9TB7ZP0A9VSSRX090JZYZHN2B,Wed Jun 29 10:39:26 PDT 2016,"""English""",inanimate,plural,definite,present,Tell me about telephones.,generic,telephone,The telephones ring.,3,9030,11,target
WEOL3O9HKOXX9JIMUUF76NQY8OORUQ,Wed Jun 29 10:39:26 PDT 2016,"""English""",inanimate,singular,definite,progressive,,bare,piano,The piano is playing music.,2,4142,12,target
4GE0ST7M34F7M2JCSDX9AWJNXCBLLF,Wed Jun 29 10:39:26 PDT 2016,"""English""",animate,plural,indefinite,progressive,Tell me what's happening.,specific,lion,Lions are chasing antelope.,3,5806,13,target
876E504PDFSV6JP54QI2W5DHMLE1QS,Wed Jun 29 10:39:26 PDT 2016,"""English""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,panda,A panda is eating bamboo.,3,11109,36,target
MLTQ4G0VKMGLQSEBQVGDGY0XCP78LU,Wed Jun 29 10:39:26 PDT 2016,"""English""",inanimate,singular,indefinite,progressive,,bare,frying pan,A frying pan is sizzling.,2,3844,37,target
ASYGT9ECL3HLJYON435WUAYDBWN016,Wed Jun 29 10:39:26 PDT 2016,"""English""",animate,plural,indefinite,past,Tell me what's happening.,specific,cat,Cats slept a lot.,3,5822,34,target
GXK67CVIPOKZP7JM95JDIPA1SQWJV1,Wed Jun 29 10:39:26 PDT 2016,"""English""",animate,singular,indefinite,present,Tell me about pigeons.,generic,pigeon,A pigeon bobs its head.,2,7815,35,target
J67DNBXM0INIZ6R6RRBJZ7QGF3HFBI,Wed Jun 29 10:39:26 PDT 2016,"""English""",animate,singular,indefinite,past,,bare,kangaroo,A kangaroo carried its baby in a pouch.,2,5446,18,target
AUGBFLCUFW4AVUU8LAM84UG0D8V9E6,Wed Jun 29 10:39:26 PDT 2016,"""English""",inanimate,singular,definite,present,Tell me what's happening.,specific,towel,The towel soaks up water.,2,8070,19,target
N5RYMC2PGI5TLDJMN2R9GA6VVHBDJQ,Wed Jun 29 10:39:26 PDT 2016,"""English""",inanimate,plural,indefinite,past,Tell me about light bulbs.,generic,light bulb,Light bulbs burned out.,3,3894,30,target
UA5YQVGNBMSGDSQG2S3BUNMNPOFDC5,Wed Jun 29 10:39:26 PDT 2016,"""English""",animate,singular,definite,present,,bare,camel,The camel carries supplies through the desert.,2,4198,31,target
Y2GGGN91XI88AFD6OTRKB0AI7FWVMW,Wed Jun 29 10:39:26 PDT 2016,"""English""",inanimate,singular,indefinite,past,Tell me what's happening.,specific,crayon,A crayon melted in the sun.,2,2534,38,target
KG571AF1PAUI7K841MVM9ERQ52E5UL,Wed Jun 29 10:39:26 PDT 2016,"""English""",animate,singular,definite,present,Tell me about turtles.,generic,turtle,The turtle moves slowly.,2,10766,32,target
2JSVCQIJOMCXP57S172L5E82X7BUPK,Wed Jun 29 10:40:24 PDT 2016,"""English""",inanimate,plural,definite,present,Tell me what's happening.,specific,light bulb,The light bulbs burn out.,2,10375,33,target
MQZ9MM7R1AMHNU9NYTZ6K2T3LGLLQX,Wed Jun 29 10:40:24 PDT 2016,"""English""",animate,plural,definite,present,,bare,camel,The camels carry supplies through the desert.,2,2287,39,target
MA3UY79LE56O5X1VZAZP7DCBRZ1PR7,Wed Jun 29 10:40:24 PDT 2016,"""English""",animate,plural,definite,progressive,Tell me what's happening.,specific,gorilla,The gorillas are pounding their chests.,5,2479,29,target
BOQ2LWMQN0LVCDXBHK7IVTXLJPR923,Wed Jun 29 10:40:24 PDT 2016,"""English""",inanimate,singular,definite,progressive,Tell me about boats.,generic,boat,The boat is sailing across the sea.,2,20999,28,target
N096LZ2JIL9BPHSST4706VLDPDES8H,Wed Jun 29 10:40:24 PDT 2016,"""English""",animate,singular,indefinite,present,Tell me what's happening.,specific,lion,A lion chases antelope.,1,15118,25,target
UM1LKYLZ90KNLRJQNY1N2CYAZ762JU,Wed Jun 29 10:40:24 PDT 2016,"""English""",animate,plural,definite,progressive,,bare,pig,The pigs are rolling in the mud.,2,3608,24,target
H089BXO9EF81VF1OZ8FMKY8AQRDD25,Wed Jun 29 10:40:24 PDT 2016,"""English""",inanimate,singular,indefinite,progressive,Tell me what's happening.,specific,microwave,A microwave is heating up food.,5,9031,27,target
4ELEMIL1NLZRZD5KC9TGOK6DU0ELNK,Wed Jun 29 10:40:24 PDT 2016,"""English""",animate,singular,indefinite,present,,bare,squirrel,A squirrel buries nuts.,1,3991,26,target
4WL2KXP11KMBU6KWDZ0Q164JUB3J5T,Wed Jun 29 10:40:24 PDT 2016,"""English""",inanimate,singular,definite,present,Tell me about hoses.,generic,hose,The hose sprays water.,5,4263,21,target
U9QWA9RZHP198F01UOFEKNOFH6P8G6,Wed Jun 29 10:40:24 PDT 2016,"""English""",animate,singular,definite,present,Tell me what's happening.,specific,cheetah,The cheetah runs fast.,2,2808,20,target
NOUXIMYO9GJXMWYJBXPVE2OW0M131Q,Wed Jun 29 10:40:24 PDT 2016,"""English""",inanimate,plural,definite,past,Tell me about escalators.,generic,escalator,The escalators carried people upstairs.,2,4144,23,target
X9IREYFTPSU1DN49V7NU4UEIZRGXEL,Wed Jun 29 10:40:24 PDT 2016,"""English""",inanimate,plural,indefinite,progressive,,bare,telephone,Telephones are ringing.,3,3031,22,target
U3AKL6TQOHKCDAWZ8KSQH09MEOUHZ5,Wed Jun 29 10:40:24 PDT 2016,"""English""",inanimate,singular,definite,progressive,Tell me what's happening.,specific,marble,The marble is rolling on the floor.,5,2432,40,target
LE989AW038UVKO8RJHZ0QTSXXRWLWL,Wed Jun 29 10:40:24 PDT 2016,"""English""",animate,singular,definite,past,Tell me about pigeons.,generic,pigeon,The pigeon bobbed its head.,3,5902,6,target
WWL1WUNY6W9KMXJNEBOO1F8WAHAM7L,Wed Jun 29 10:40:24 PDT 2016,"""English""",inanimate,singular,indefinite,past,Tell me what's happening.,specific,crayon,A crayon melted in the sun.,1,3399,7,target
WGE5XMBS8MC0F5KNVNMA7762Y2UHZR,Wed Jun 29 10:40:24 PDT 2016,"""English""",animate,singular,definite,present,Tell me about zebras.,generic,zebra,Zebras have stripes.,5,4207,4,example
3SH1KIRGDIT3NTYUCYBBR77TS30INU,Wed Jun 29 10:40:24 PDT 2016,"""English""",inanimate,singular,definite,progressive,,bare,camera,The camera is recording video.,1,6697,5,target
PDDU5MY1EINF0JW55419L9R9ORPZEL,Wed Jun 29 10:40:24 PDT 2016,"""English""",inanimate,plural,indefinite,present,Tell me about swords.,generic,sword,The moon is made of green cheese.,1,3710,2,example
KGUA7MUY64EY4FORSVDQFSXX4QT0ZC,Wed Jun 29 10:40:24 PDT 2016,"""English""",inanimate,plural,definite,past,Tell me what's happening.,specific,bus,My father used to drive a bus.,5,9711,3,example
LKLPE801H3YXO3UD2QBXSOF8BGZ2BI,Wed Jun 29 10:40:24 PDT 2016,"""English""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,mouse,A mouse is being chased by a cat.,5,11783,1,example
GRNR1YER95I06NFX4CE6FTTHYAKQUD,Wed Jun 29 10:40:24 PDT 2016,"""English""",inanimate,plural,indefinite,past,,bare,frying pan,Frying pans sizzled.,1,5199,8,target
E6LN1SEJ8WT5U54W8OW70E4C1AYOZA,Wed Jun 29 10:40:24 PDT 2016,"""English""",animate,plural,indefinite,present,Tell me what's happening.,specific,butterfly,Butterflies flap their wings.,3,5543,9,target
5K517EJYG0CUN6WQCP914XHRHWPAJU,Wed Jun 29 10:40:24 PDT 2016,"""English""",animate,plural,definite,progressive,Tell me about cats.,generic,cat,The cats are sleeping a lot.,2,4312,14,target
5YF3GV885EMMA6JBQLTZKO6WQ4O52S,Wed Jun 29 10:40:24 PDT 2016,"""English""",inanimate,plural,indefinite,progressive,Tell me what's happening.,specific,computer,Computers are connecting to the internet.,5,3415,15,target
6C2FDH86HOQJ7HL9BP3FR864JFETHW,Wed Jun 29 10:40:24 PDT 2016,"""English""",inanimate,plural,definite,past,,bare,towel,The towels soaked up water.,1,9895,16,target
LGEEWLPYU893DK9TQVBV47NNKK2MVW,Wed Jun 29 10:40:24 PDT 2016,"""English""",inanimate,plural,indefinite,past,Tell me what's happening.,specific,car,Cars traveled on the highway.,2,17743,17,target
KPY54TEEPV9XNGBEUGSWRORJ1EDK4I,Wed Jun 29 10:40:24 PDT 2016,"""English""",animate,plural,indefinite,past,Tell me about peacocks.,generic,peacock,Peacocks displayed their feathers.,4,3431,10,target
X348IFIFHYHKYB3PRB1NGBKV0Q0M4H,Wed Jun 29 10:40:24 PDT 2016,"""English""",inanimate,singular,definite,past,Tell me what's happening.,specific,ATM,The ATM dispensed money.,5,4103,11,target
4MDRMKHJRR7OIVV2VCBES7742TLIK6,Wed Jun 29 10:40:24 PDT 2016,"""English""",animate,plural,definite,present,Tell me about turtles.,generic,turtle,The turtles move slowly.,5,4847,12,target
94GMLLGW0J9X8WOPK0NTIS6FM0ZEQI,Wed Jun 29 10:40:24 PDT 2016,"""English""",animate,singular,indefinite,past,,bare,kangaroo,A kangaroo carried its baby in a pouch.,1,4231,13,target
EZSB0BYMA35HHMEAVUU9PZT2TDD582,Wed Jun 29 10:40:24 PDT 2016,"""English""",animate,singular,indefinite,present,Tell me about dogs.,generic,dog,A dog gnaws on bones.,4,7376,36,target
LTCSAT205DZUU7O247DSZ4O1VYEZUD,Wed Jun 29 10:40:24 PDT 2016,"""English""",animate,plural,definite,past,Tell me what's happening.,specific,panda,The pandas ate bamboo.,1,6375,37,target
