WorkerId,SubmitTime,Answer 53,Answer 54,animacy,number,definiteness,tense,subject,sentence,response,rt,question_number,type
FOWQWORB9XGQ7WPO1UUQ5U7G05G4AK,Wed Jan 20 13:37:26 PST 2016,"""English""","""""",inanimate,plural,definite,past,bicycle,The bicycles rode by the window.,2,4869,10,target
GKQITPA4NKU4BFC00K672VL1D4EXYQ,Wed Jan 20 13:37:26 PST 2016,"""English""","""""",inanimate,singular,definite,present,bed,The bed sits in the middle of the room.,2,2202,11,target
MUOGY4ZEM5UD736I5I69WYTTS8Y1YM,Wed Jan 20 13:37:26 PST 2016,"""English""","""""",inanimate,singular,indefinite,past,chair,A chair belonged at a desk.,1,45202,12,target
WWMT872ZHA1D6OWON1QLP7AHELGYE1,Wed Jan 20 13:37:26 PST 2016,"""English""","""""",inanimate,singular,definite,present,television,The television entertains the children.,2,3375,13,target
ONNWCSRUT2URANR6HI30DEGUKMT4XY,Wed Jan 20 13:37:26 PST 2016,"""English""","""""",animate,singular,indefinite,present,turtle,A turtle moves slowly.,1,3820,36,target
K6SA4UP0WLT4PUJQM6GKKE07FSD0L3,Wed Jan 20 13:37:26 PST 2016,"""English""","""""",animate,singular,indefinite,past,kangaroo,A kangaroo jumped across the road.,2,3851,37,target
5NJW2F9FL8G7YYIUGXINYVMA3VHT1N,Wed Jan 20 13:37:26 PST 2016,"""English""","""""",animate,singular,indefinite,past,cat,A cat liked to meow.,2,3889,34,target
UWQY34FSP1P0Z7N8T4WEVJH0BG3063,Wed Jan 20 13:37:26 PST 2016,"""English""","""""",animate,plural,indefinite,present,squirrel,Squirrels bury nuts around the forest.,1,2973,35,target
5K8RKU1T8HM4X9ACDRJSYDWADJBMN3,Wed Jan 20 13:37:26 PST 2016,"""English""","""""",inanimate,singular,indefinite,past,fence,A fence marked territory.,2,8505,18,target
L2U8P1JMPGAGH1UZEMF2BRS7DITQKC,Wed Jan 20 13:37:26 PST 2016,"""English""","""""",inanimate,plural,definite,past,lamp,The lamps lit up the room.,2,2836,19,target
YUV13T1ZBRQ7NDWDU80VXDIT91ERRR,Wed Jan 20 13:37:26 PST 2016,"""English""","""""",animate,plural,definite,present,owl,The owls hoot at night.,1,3710,30,target
6YL4VG2AL3ZH30GYNETX5QNPWOA8CQ,Wed Jan 20 13:37:26 PST 2016,"""English""","""""",inanimate,plural,indefinite,present,trumpet,Trumpets sound loud.,1,17757,31,target
QG3SBPRPFSMHKOO8RJEFWA1J46W74Z,Wed Jan 20 13:37:26 PST 2016,"""English""","""""",animate,plural,indefinite,past,bear,Bears hibernated for the winter months.,1,3519,38,target
4OQJU31ALV4EFEFOTUNPFA7D27CY0A,Wed Jan 20 13:37:26 PST 2016,"""English""","""""",inanimate,singular,indefinite,past,light bulb,A light bulb exploded somewhere.,2,2791,51,target
AY7V6XP2B2OFQ7221IDQAMHTAT1ZVV,Wed Jan 20 13:37:26 PST 2016,"""English""","""""",inanimate,plural,definite,past,couch,The couches folded out into beds.,2,4311,32,target
1513EKF8DLFECFRY6MCZFP4CNK26RH,Wed Jan 20 13:37:26 PST 2016,"""English""","""""",animate,singular,definite,past,rabbit,The rabbit scampered through the meadow.,2,5529,52,target
RK0VBU8JKNMYG83ITUYDLW8SZY8LBS,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,singular,indefinite,past,knife,A knife sliced through the warm bread.,2,4133,50,target
UDJP7RK2LC8GZFXGBHGPITK8YC8BEI,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,plural,indefinite,past,peacock,Peacocks flashed their tails.,2,2885,33,target
MZ21BW6YTMQZ8AI31MX08W9LY94STH,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,singular,indefinite,present,football,A football deflates.,1,1941,39,target
Y3GBMLPQODDF8B5HHJRNXS8J8KPLHX,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,singular,indefinite,present,light bulb,A light bulb explodes somewhere.,2,2290,29,target
WID1KORE1P1CWU9FQG2762JD604W26,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,singular,definite,present,bed,The bed sits in the middle of the room.,2,2083,28,target
UKAMK1WX5MGV3VM3OA4V6Z4TH5FOQF,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,plural,definite,present,shirt,The shirts come in the mail.,2,4506,25,target
GJQJ1D8H1HN5NWI9GCCJ0897F6V26G,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,plural,definite,past,lamp,The lamps lit up the room.,2,5472,24,target
FN65HLHZN2H14J5DGXAGXXKR1SNHO2,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,singular,indefinite,past,cat,A cat liked to meow.,2,1502,27,target
AJ4I0IJIF8OF4FB3B4V0BGR6Y5LOBQ,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,singular,indefinite,past,cow,A cow chewed its cud.,2,2116,26,target
RA6G9ZTIVIM42XQYQ654BBR208MOZO,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,plural,definite,past,fox,The foxes burrowed in their dens.,2,3107,21,target
JJ9KMGW9CVI7MHUJL4IUCTKGFSTTW3,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,plural,indefinite,past,panda,Pandas stared at the visitors.,2,3281,20,target
AVA86K3O50J8VRJY8K3WJ5TMM2CLZX,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,plural,indefinite,present,towel,Towels hang from the rack.,1,1992,23,target
7B4UT1ES4NR4E9D1RRWHW1LFWJZMR7,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,plural,indefinite,present,squirrel,Squirrels bury nuts around the forest.,1,3128,22,target
T2X0XUZANYHBL838COAZKWI2ZVY1WJ,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,singular,definite,past,cheetah,The cheetah ran really fast.,2,10628,47,target
ZUD2IHU37ZIQ8AEI9124KFGFW19JWN,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,plural,definite,present,couch,The couches fold out into beds.,2,15065,46,target
M7612VRJKLUPPA5NBBFB3GLF64D2XD,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,plural,indefinite,present,gorilla,Gorillas swing from branches.,1,2694,45,target
OE1ZSCQFF1RJL64E3KCFC36BOOFIX9,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,singular,indefinite,past,chair,A chair belonged at a desk.,2,3824,44,target
QKKCFQGW1IRAG3OHZ0VKYAL20390U0,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,singular,definite,present,guitar,The guitar sounds good.,2,3113,43,target
ECMPVDC65RTSKK9JXVWGAICRVA95DR,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,singular,indefinite,present,turtle,A turtle moves slowly.,1,4005,42,target
UCZE0HCWEKO5QZFM70V92PE8HORDRQ,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,singular,indefinite,present,kangaroo,A kangaroo jumps across the road.,2,5961,41,target
XM6ON99BDOT3LAQDSPBCSN0TEJATKP,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,plural,definite,past,owl,The owls hooted at night.,2,1860,40,target
NTCVXWEA7EL66NQX7E67HCT18WUMB3,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,singular,definite,past,skunk,The skunk hurried into the woods.,2,3617,49,target
O16VIU113WLR5D34HI6F4JUY80KS4P,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,plural,indefinite,present,tire,Tires go flat.,1,2144,48,target
WL34DWVP8ZDGETGKWYEBR78OW7MPV8,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,singular,definite,present,dolphin,The dolphin makes a crazy sound.,2,3221,6,target
ZJYB6AZSIZP65HEONFFNHK4NW60Z92,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,singular,definite,present,elephant,The elephant eats peanuts using its trunk.,1,7123,7,target
1G62HZ24DYK034Z27WUME6BNKK8SIN,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,plural,indefinite,present,sword,Swords are weapons.,1,6833,4,example
TR0YMOT8LPGAE8TILJI3OX9WOIXBKY,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,plural,definite,present,zipper,The zippers hiss closed.,2,6025,5,target
BMYQQCNUBEQVQBZI2D10XFGOLIXHIS,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,singular,definite,present,zebra,The zebra is not extinct.,1,5506,2,example
ZA14O4OFS8SOW3P6321OJE7PCIRIT9,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,singular,indefinite,present,mouse,A mouse lives in my house.,2,5001,3,example
Q93CMUL7XRW4YEG1GCUFBU1LUUSZUH,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,plural,definite,present,bus,The buses were blocking traffic.,1,17055,1,example
S1X1894L2R84DPKPCUTDOJE93MUXEL,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,plural,indefinite,past,marble,Marbles rolled down the slope.,1,4988,8,target
ZG1YAZDMKNT54JPRCBMI28DBPACIH5,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,plural,definite,past,shark,The sharks circled the boat.,2,2977,9,target
42JBCVQVP14DTTZ2VX5TRR98MEU800,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,singular,definite,past,clock,The clock ticked very slowly.,2,9887,14,target
GR4VW3BVWB7SU9Y8QISUMU5VFJVG14,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,singular,definite,past,rabbit,The rabbit scampered through the meadow.,2,3657,15,target
G9CEOWZ2SC2CQ41N2HJ8U31172NP1V,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,plural,indefinite,present,lion,Lions live in prides.,1,3099,16,target
RQNDBWCYUNOS7P1I70G9DS9LIJTNEZ,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,singular,indefinite,present,computer,A computer makes research easier.,1,4811,17,target
HYZIF23JYXF41KTXV1IRHOG36M93J0,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,singular,indefinite,past,fence,A fence marked territory.,2,4685,10,target
B8KYX9EEP3SB0YADETVFLV306JRX40,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,singular,indefinite,present,butterfly,A butterfly circles the flower.,2,2459,11,target
V5A6P78CEF5WL32R5UU1ZYIXZT37OF,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,plural,indefinite,present,bear,Bears hibernate for the winter months.,1,2462,12,target
8Q6EX7AX8RBJLGMEYGQXA2U00NI5HC,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,singular,indefinite,present,dog,A dog barks at the passerby.,2,10274,13,target
8E8ZYLZVYS0MH4I4C5IBF5MYUNN2UD,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,singular,definite,present,piano,The piano plays softly.,2,2710,36,target
OHLXVZO4XNF8KIRGOWITE1AEFHM1PU,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,plural,indefinite,past,trumpet,Trumpets sounded loud.,2,3174,37,target
VD2IV5EJAFNIZ5K202V68HPV3V12JD,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,plural,definite,past,pig,The pigs rolled in the mud.,2,3380,34,target
LAVNOHYWKJKCM2ET7680K628V303FO,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,plural,indefinite,present,car,Cars drive on the road.,1,2338,35,target
JVXBSI2FWWERIP751NSG3MQ754U78U,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,plural,definite,past,penguin,The penguins kept warm by hugging.,2,3850,18,target
J3ATJJX2DIJ4UNN4XYWK7VBTFI5KNM,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,singular,definite,past,kite,The kite flew in the sky.,2,5120,19,target
JP9QPDDDVDCZXNZN6MU0R2HZNLDP5D,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,singular,definite,past,television,The television entertained the children.,2,2754,30,target
504V664J3IKIFLOC7K1EZJ2SISZEXN,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,plural,definite,past,bicycle,The bicycles rode by the window.,2,2394,31,target
FSG7TBXIRQHT0QDJCK1X5WAZ2N8NJS,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,plural,definite,past,camel,The camels provided transportation in the desert.,2,5624,38,target
76GDIATEFIGRKZ2T1GQU2CCBKMKG94,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,plural,definite,past,boat,The boats sailed peacefully.,2,12570,51,target
8HXDW79GNIIPR7T7HF8HVOJQ0D9HKR,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",inanimate,plural,indefinite,present,toilet,Toilets come in handy.,1,3973,32,target
8YV4TXJZS5U7FO41T7TBGRWJ99KW3Y,Wed Jan 20 13:37:28 PST 2016,"""English""","""""",animate,singular,definite,present,pigeon,The pigeon coos and struts.,2,3647,52,target
TGM8YG97JMXSQ5VHHZ8M69WMV4LJLG,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,plural,definite,present,zipper,The zippers hiss closed.,2,1840,50,target
Q9NS4UCEZTWM31NXABVTITMR9UBPQ9,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,singular,definite,past,bed,The bed sat in the middle of the room.,2,2241,33,target
KXTA8JBO4548XDG2IQN9UEZTVL9LZT,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,plural,definite,present,camel,The camels provide transportation in the desert.,1,2508,39,target
TGWJWAC6W3D4XEDRCX4RE22PV1IE0E,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,singular,definite,past,dolphin,The dolphin made a crazy sound.,2,1481,29,target
8T50YERQCW27OZVI56AEMBY6JIHF0U,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,plural,definite,past,owl,The owls hooted at night.,2,2107,28,target
DZT11O26APSOXCM45LAI9H9MLPZ3DV,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,plural,indefinite,past,marble,Marbles rolled down the slope.,2,1848,25,target
26SYH6AFKES5M056XG03O61UAOE731,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,plural,definite,past,shirt,The shirts came in the mail.,2,2074,24,target
YS7OFBXNTYJJ4NVS7MV5EBOATRVB19,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,singular,indefinite,present,knife,A knife slices through the warm bread.,2,2524,27,target
LBCT0K5A8S3Z4L2I8Z2SEI821KEG93,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,singular,definite,past,elephant,The elephant ate peanuts using its trunk.,2,1899,26,target
LJ8JIJIMP0YFH4Y7NPOZ7S6KOPX4IS,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,plural,definite,present,boat,The boats sail peacefully.,2,4341,21,target
NP3OJE0FGXK90BU03I1CV0LEPXPVVN,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,plural,definite,present,shark,The sharks circle the boat.,2,1644,20,target
UZXE2BZEC8GKZP1QMR85JWILRRU8HD,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,singular,indefinite,past,computer,A computer made research easier.,1,1800,23,target
52YGMBONFA18AYCU5N2FP7XBBXYB6R,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,singular,definite,present,guitar,The guitar sounds good.,2,2886,22,target
4B4LA7CIEG4N9MZ7SPXA5MW282W901,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,singular,indefinite,present,light bulb,A light bulb explodes somewhere.,2,2627,47,target
DLT9CMWM4WR9C5MTTVOCJGX7PFC53V,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,singular,definite,present,television,The television entertains the children.,1,1821,46,target
WBZFAHIHGIU1CFP9MGP3RVJ4FP2C0A,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,plural,indefinite,present,toilet,Toilets come in handy.,1,1893,45,target
QZ05AFROG9X2X4QKTVHDO45X0ZO87C,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,plural,indefinite,past,gorilla,Gorillas swung from branches.,2,2380,44,target
U6SUROSY0B21QCPLWMTYHUFZCFMHAA,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,singular,definite,present,rabbit,The rabbit scampers through the meadow.,2,2100,43,target
V6Q2DT3BGE9AEFCH0QVI47Q89LG168,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,plural,definite,past,fox,The foxes burrowed in their dens.,2,2456,42,target
AG32USHOFH07EAK5SYCAOZHDM6UP1U,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,singular,indefinite,past,dog,A dog barked at the passerby.,2,1486,41,target
8Q4QEWWBY48GEMQN48XZIOLLT9RFIA,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,plural,indefinite,present,trumpet,Trumpets sound loud.,1,2080,40,target
UZITODPBDT9NG3BGKVFFSL3FITYF6A,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,plural,definite,present,lamp,The lamps light up the room.,2,3455,49,target
4UYKBNVYKK7AZ5GK76919R63BX3N6L,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,singular,indefinite,past,fence,A fence marked territory.,1,2618,48,target
0KZA81H7L3OCL9Z72PCN1BMMDXAS69,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,singular,definite,present,pigeon,The pigeon coos and struts.,1,2516,6,target
M0023MRSSGUD7F65GHTCX7KEK1AW3Z,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,plural,definite,present,pig,The pigs roll in the mud.,2,2943,7,target
CXSTA5WXRX7PADM6E8Q9261L7MPHXS,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,plural,definite,present,bus,The buses were blocking traffic.,2,3475,4,example
MCWBUT9NWRGCCA7MM0LF585R5KFKA3,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,singular,definite,present,cheetah,The cheetah runs really fast.,1,2784,5,target
EHPC36V2SI9QQ1QP0JFYBHQIPIKST3,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,plural,indefinite,present,sword,Swords are weapons.,1,2515,2,example
HK3E01CKHXE8UHWW9R22WJIA3XXBFR,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,singular,indefinite,present,mouse,A mouse lives in my house.,2,3462,3,example
BLTV72X0K4IOFA84L9Y2UL1V336Q29,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,singular,definite,present,zebra,The zebra is not extinct.,1,6616,1,example
D791TDXN6XBRWCY3BOE36OFXWHK5MB,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,plural,definite,past,penguin,The penguins kept warm by hugging.,1,2068,8,target
ICUASL8I9QJDHXCBF1K27H5YBOMY3D,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,plural,definite,past,bicycle,The bicycles rode by the window.,2,1982,9,target
NPG0870U5RDJC5FCEARNBJXBQ1886I,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,singular,definite,past,piano,The piano played softly.,2,1687,14,target
U157IHY8YQCGTQ45DVLYFTZQDE202N,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,plural,indefinite,past,car,Cars drove on the road.,1,2283,15,target
L4Z2KF5GSU72UBAXA6X8TPD9TYR6CV,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,plural,indefinite,past,peacock,Peacocks flashed their tails.,1,3029,16,target
648SYNJ2GW434XF0DGCZH6WYQ4POXL,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,singular,indefinite,past,butterfly,A butterfly circled the flower.,2,1865,17,target
MGVXOERIYTIYA9CMOUOIR6X7D4F72B,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,singular,indefinite,present,turtle,A turtle moves slowly.,1,2569,10,target
LUXBIFIPM2J6CCOHI2BRHWVRPFYIKX,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,singular,indefinite,past,cow,A cow chewed its cud.,2,3076,11,target
EP3IG5E9BWJLX5AN5JKJGMJANMM7GL,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,plural,indefinite,present,towel,Towels hang from the rack.,2,2113,12,target
WBRNRX2XKSVR2U62CKN3EUJP8XXHT0,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,plural,indefinite,past,bear,Bears hibernated for the winter months.,1,2092,13,target
HORSDAP7Z5J27HZVQ147MFD9ZYFBSW,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,plural,indefinite,past,tire,Tires went flat.,2,1639,36,target
NATQ2OP0QV3FLOIQ1TTJGPZYE2CTZG,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,plural,indefinite,present,panda,Pandas stare at the visitors.,2,1798,37,target
R2POW6N0DFYKP9592HIRA2Q1ZHW8XO,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,plural,definite,past,couch,The couches folded out into beds.,2,2868,34,target
JTTYHPEXULUMFB1S5YMF6FHHKW45IO,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,singular,definite,present,kite,The kite flies in the sky.,2,1721,35,target
7T87KVBJKYM9YJW63ILRARS37UJ6EK,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,plural,indefinite,present,squirrel,Squirrels bury nuts around the forest.,1,2259,18,target
RG6KC1HTA3ILWF27CPV2RHN4D3H1Q5,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,singular,indefinite,present,chair,A chair belongs at a desk.,1,1767,19,target
87O6TS7OKIVQNK2C1TPSBHM537AQEC,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,singular,indefinite,present,football,A football deflates.,2,1779,30,target
UA42XAO0640IB1LKWIXWR2A2Q6JRDF,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",inanimate,singular,definite,present,clock,The clock ticks very slowly.,2,2544,31,target
G4P7UGFUM2MGDYZ6AYIMOZL2F8I4NY,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,singular,definite,past,skunk,The skunk hurried into the woods.,2,1537,38,target
MT2J5Q37TZM66LKETDHFXP8Q1NJJRJ,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,singular,indefinite,present,cat,A cat likes to meow.,1,1600,51,target
545KE1UQP7WB7LCIWSV5IEO2XZHZ9Q,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,singular,indefinite,past,kangaroo,A kangaroo jumped across the road.,2,1796,32,target
DMEVF8MYI0WUFIVR6916E685SW62HZ,Wed Jan 20 13:37:33 PST 2016,"""English""","""""",animate,plural,indefinite,past,lion,Lions lived in prides.,1,2471,52,target
CL1O7TTDJ177625I1MDCCZKLWOUGHM,Wed Jan 20 13:38:06 PST 2016,"""english""","""""",inanimate,plural,indefinite,present,towel,Towels hang from the rack.,2,2861,50,target
X2MLYP9U997YKQ1MC2EQ9IOGHHHZ5S,Wed Jan 20 13:38:06 PST 2016,"""english""","""""",animate,plural,indefinite,past,panda,Pandas stared at the visitors.,2,2528,33,target
WINV5NAQ6BW7XPWLW6I1B0HH0N30UO,Wed Jan 20 13:38:06 PST 2016,"""english""","""""",animate,plural,definite,present,shark,The sharks circle the boat.,2,2818,39,target
ICD40CKMZ0LHAAX8XKA3FD5S3ITM8J,Wed Jan 20 13:38:06 PST 2016,"""english""","""""",inanimate,plural,definite,present,shirt,The shirts come in the mail.,2,4817,29,target
0PG7BGFB90349G3WJ5AQB1O54FT204,Wed Jan 20 13:38:06 PST 2016,"""english""","""""",inanimate,singular,definite,past,piano,The piano played softly.,2,2487,28,target
NVCPY0AAPX06D9A5BEVXUVS2MWW7MV,Wed Jan 20 13:38:06 PST 2016,"""english""","""""",inanimate,plural,definite,past,lamp,The lamps lit up the room.,2,2353,25,target
0SRC51UM6IMDZLJ3FDW1IZUHPWE24H,Wed Jan 20 13:38:06 PST 2016,"""english""","""""",inanimate,plural,indefinite,present,tire,Tires go flat.,1,2478,24,target
UJ0FRU4BZTUW40R7V40441OA93ZVNH,Wed Jan 20 13:38:06 PST 2016,"""english""","""""",animate,plural,definite,past,penguin,The penguins kept warm by hugging.,2,2815,27,target
TSHTB656O7M9A9YKTVZ2SVGXLVJ3FB,Wed Jan 20 13:38:06 PST 2016,"""english""","""""",inanimate,singular,definite,past,television,The television entertained the children.,2,4056,26,target
01NRH0EJR8ZNPLUJ7JQKOKLX31FX8A,Wed Jan 20 13:38:06 PST 2016,"""english""","""""",inanimate,plural,indefinite,past,trumpet,Trumpets sounded loud.,2,6559,21,target
11G58FGCY973JESVZEB18O2G6OAL7W,Wed Jan 20 13:38:06 PST 2016,"""english""","""""",inanimate,plural,definite,past,boat,The boats sailed peacefully.,2,3065,20,target
8ZVG2IPA46BBCMPY55H0A09CPERS9F,Wed Jan 20 13:38:06 PST 2016,"""english""","""""",inanimate,plural,indefinite,past,toilet,Toilets came in handy.,1,3985,23,target
X6B7IKSYD8ILS7HFDWRF1QG4LBXQZC,Wed Jan 20 13:38:06 PST 2016,"""english""","""""",inanimate,plural,indefinite,past,car,Cars drove on the road.,2,5144,22,target
1Q6L9MVW75QR4OZYUEL3YA05383SVT,Wed Jan 20 13:38:06 PST 2016,"""english""","""""",animate,plural,indefinite,present,bear,Bears hibernate for the winter months.,1,3104,47,target
VZ363VVO9SKF6P969Q2TFJA4UOEYP1,Wed Jan 20 13:38:06 PST 2016,"""english""","""""",inanimate,singular,definite,present,clock,The clock ticks very slowly.,2,2807,46,target
383QKFH4M84MO5NGEG6IY1D33RKA8J,Wed Jan 20 13:38:06 PST 2016,"""english""","""""",animate,singular,definite,past,skunk,The skunk hurried into the woods.,2,2335,45,target
CBUZFGP2RQL3HPNED8M7UUUNOK91N3,Wed Jan 20 13:38:06 PST 2016,"""english""","""""",animate,plural,indefinite,present,gorilla,Gorillas swing from branches.,1,3272,44,target
GQHYYXJDGH5RR2O3ISFQ3Y2SLSRLAY,Wed Jan 20 13:38:06 PST 2016,"""english""","""""",animate,singular,definite,past,dolphin,The dolphin made a crazy sound.,2,4384,43,target
OYOMGF19AZ72CD1DNQGHM5ICTAUBEB,Wed Jan 20 13:38:06 PST 2016,"""english""","""""",inanimate,singular,indefinite,present,light bulb,A light bulb explodes somewhere.,2,7632,42,target
9SHA02Q0Y5Y9M725RO3URFFU92GC4O,Wed Jan 20 13:38:06 PST 2016,"""english""","""""",animate,singular,indefinite,present,butterfly,A butterfly circles the flower.,2,2296,41,target
KS1WUSIN746B3TC8Y9ZWOPM15QJWO3,Wed Jan 20 13:38:06 PST 2016,"""english""","""""",animate,singular,indefinite,past,dog,A dog barked at the passerby.,2,2264,40,target
NPUS7Z9JVCPJ8JZ858JSELWFKYER05,Wed Jan 20 13:38:06 PST 2016,"""english""","""""",animate,singular,indefinite,present,cow,A cow chews its cud.,1,6508,49,target
1UA5GB23PBEC3ZF278PQOY1KV1219Y,Wed Jan 20 13:38:06 PST 2016,"""english""","""""",animate,plural,definite,present,fox,The foxes burrow in their dens.,2,3505,48,target
NA43RL9LFDUHNJMB46AZQZ3BQRP2QZ,Wed Jan 20 13:38:06 PST 2016,"""english""","""""",inanimate,singular,indefinite,present,knife,A knife slices through the warm bread.,2,3342,6,target
HFLE8T26UDQX8MKTPKZBEY5XCJZN5Q,Wed Jan 20 13:38:06 PST 2016,"""english""","""""",animate,plural,indefinite,past,lion,Lions lived in prides.,1,3463,7,target
