WorkerId,SubmitTime,language,experiment.type,animacy,number,definiteness,subject,sentence,sentence_id,response,rt,question_number,type
GMCY7SB55KO23QCDQVP020RU127DYM,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,singular,indefinite,trumpet,A trumpet is very loud.,439,1,2735,73,target
3VU2YHMO59R5138Z5AN96FFXEJPLS9,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,singular,definite,clock,The clock chimed away,3272,2,2318,70,target
ILFKMBQKSXPQPUBJ304WO2VPV9ACNM,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,singular,definite,fox,The fox crossed under the fence.,3484,2,2213,71,target
QGE1AJ5IZFDIV2NBJCST6D9CQG29F3,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,plural,indefinite,fox,Foxes ran from the hunters.,187,2,2495,76,target
C2QSQFC7PL9VPWFVIBBGN9NQ64HOBA,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,singular,indefinite,toilet,A toilet should be cleaned regularly.,279,1,2334,77,target
JI4CN28C396OEI2Y50OVMA2N1EKXIS,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,singular,definite,peacock,The peacock PROUDLY SHOWED ITS COLORS. ,3139,2,2439,74,target
S4V5FHPQ39V4OP0HINQDS3QPLO3VM9,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,singular,definite,panda,The panda is a mammal.,2416,1,2397,75,target
VVQQ4AF2MI24GPIZA6KBF8CDX5MHX4,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,singular,indefinite,chair,A chair is available if you need a seat.,1307,2,4584,78,target
L0KEM3CN7RJU3SRJGSHCS54ZQM66HC,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,plural,definite,owl,The owls hooted in the cold night air.,888,2,2626,79,target
FYSHG1I3HP8BLMX71M5FRB4AS14600,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,plural,indefinite,towel,Towels are a must for any home,1680,1,3727,47,target
1Z0A5CV9ZWAO4T3CLUHG5L6RT2730O,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,singular,definite,cheetah,The cheetah is fast.,2897,2,4102,46,target
AVX9TDJVKJ9CNAAT3K7HRACQO6ULOH,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,plural,indefinite,rabbit,Rabbits are hungry for carrots.,1167,1,3208,45,target
F92UIQ45MORRIFBNPWGBJEXV7ON6TU,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,plural,definite,zipper,The zippers refused to stay up - Thanksgiving had been a success.,4021,2,4165,44,target
5S1FIAHSDCU7UVSPI8SX5KEYTQYVVZ,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,plural,definite,shark,The sharks swam frantically.,2547,2,2926,43,target
YZM5JKA9A7LF3KLFEKBI9SIM0DQT59,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,plural,definite,tire,The tires on the car were flat.,3398,2,3142,42,target
B0EEUVFSQ69R4ZCQGID1L47JJJ330L,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,plural,definite,butterfly,The butterflies migrated many miles.,3773,2,5318,41,target
L8KU2KR5D8ECJI94YBZLRTNA42QIKX,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,plural,indefinite,clock,Clocks sometimes chime the hour.,3173,1,2903,40,target
IXTOCJ4LV3XJKAWJW3B8MJZUNSQ2L1,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,plural,definite,penguin,The penguins waddled.,1040,2,2335,49,target
VZ43BW6Z7UWSRVR6RXR40CN1VWLPLR,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,plural,definite,pig,The pigs squealed in the mud.,655,2,3207,48,target
JVW310A616JBD9G0JVSPZ4Q4BL6QQX,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,plural,definite,trumpet,The trumpets blared loudly as the King and Queen waved from their balcony.,899,2,11318,58,target
BPKH3BF2D91F9TYJWWGDVC6U9R12XO,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,singular,indefinite,shark,A shark can bite hard.,591,1,2518,59,target
G7H5KCGS092VXL0UCGEUGZPC5XUHXQ,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,singular,definite,towel,The towel needs to be washed,1089,2,2407,50,target
Y3GDT175T33LM0VQR243HSPMFE51HH,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,singular,indefinite,owl,An owl lived in the oak tree in the back yard.,220,2,2934,51,target
4Q36WEPTRFSLK6CPW35PTK9BMEO854,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,singular,indefinite,boat,A boat sailed the sea.,2093,2,2255,52,target
4C2M9JJAIFY2GYXY3E5EZ23WBU3J0C,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,singular,indefinite,pig,A pig was wallowing in the mud.,4124,2,2118,53,target
34HXAP024QGQLUIBKAD49TIBLXDR8U,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,plural,definite,chair,The chairs are stack up against the wall.,405,2,3392,54,target
A6VF1X75A3O0TZO9D89B15J8Q2OZXZ,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,singular,indefinite,football,A football was tossed by the quarterback and landed in the stands.,2058,2,2850,55,target
9B5H84K0U9MFQH9RLTSESX6MM55W49,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,singular,definite,shirt,The shirt is very wrinkled.,3661,2,2094,56,target
3E678C7JE29E56ZR8PF7AEQ94U2PQR,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,plural,indefinite,knife,Knives flew through the air at the target. ,1575,2,3270,57,target
9VZ8KVSUGVSRNXIBH84Y73ZIMYHY7X,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,plural,indefinite,peacock,Peacocks are brightly colored,4254,1,3430,29,target
GO79F1HQT29HNJ53413OM32GG4W53H,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,singular,definite,rabbit,The rabbit was hopping across the field.,1479,2,8670,28,target
63FWS6TDTHAW013VRSDDCDSUJ5U69C,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,plural,indefinite,guitar,Guitars are the most popular instrument of country artists.,48,1,3983,25,target
59W678AY3K6OMET4Z3L5Q6P2R0Y5DT,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,singular,indefinite,fence,A fence is white.,3835,1,7070,24,target
SOTB1INWNUHNCAXH6Q40RB9PTICHRX,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,singular,definite,computer,The computer just stopped working.,2297,2,2614,27,target
KF65JTEP057M02Q8Z4IWOAYSO62HHY,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,plural,indefinite,camel,Camels are very uncomfortable to ride on without a saddle.,1725,1,3479,26,target
5ZLP4K45MARVCW2PBPJNGYEQ402SB3,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,plural,indefinite,piano,Pianos need to be tuned every so often.,3218,1,2567,21,target
Q1W3C97SDWNWB4QU208PDZ456TVQPX,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,singular,definite,television,The television turned on by itself.,3400,2,3462,20,target
4JTHZ5HU7QCY8D5JO9K3H3G1P6Q036,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,singular,definite,elephant,The elephant is in the water.,387,2,2574,23,target
XDHQG4ZODRZQUT1C6L58LW48B1XIAJ,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,plural,definite,kite,The kites dance in the wind.,3651,2,3694,22,target
MVZ0IU9PM6H87G9DC3EAWRO37GKE0B,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,plural,definite,turtle,The turtles Have shells on their backs,1378,1,4678,100,target
47VEC8E77PL65FAFSHQBUGJ454J3YP,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,singular,definite,lion,The lion is in the zoo.,3302,2,3412,6,target
JLXJ4LBUJPMUWL3UMV9ZZMKD0XTAW5,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,plural,definite,car,The cars were all convertibles.,3849,2,3686,7,target
M498DOW2SQKD1ASBSY43ZHUW4HO8UO,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,plural,definite,bus,The buses were blocking traffic.,3849,2,5205,4,example
CTVTGKBN94M2MMXPK4DLFGKS3R6AB5,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,singular,indefinite,light bulb,A light bulb turned on.,2128,2,3809,5,target
PNH0K7UMSG8AE0O7CK105VE9DGSJHN,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,plural,indefinite,sword,Swords are weapons.,2128,1,6133,2,example
6L7ZX1J76O3HCTKZGNVCS25IMW9JOH,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,singular,indefinite,mouse,A mouse lives in my house.,2128,2,5112,3,example
VE5K538ITX68V1G7JC3PISXBE6HEQG,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,singular,definite,zebra,The zebra is not extinct.,2128,1,10802,1,example
R6KQU62EU5PEWPPH8CAHAWLXX6RMTR,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,singular,indefinite,squirrel,A squirrel runs up the tree.,518,2,2599,8,target
YDLDAL6DRNHWEKC5Z7N3XADWE6BB37,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,plural,indefinite,elephant,Elephants like to trumpet when they are happy.,3598,1,4462,9,target
ZZGGVGNE23O4HE0H3FWEPI9RXFMSER,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,singular,definite,bicycle,The bicycle crashed into the fence.,3193,2,3071,38,target
MC1ZD75UACPWEB9STOCLGW1HJQBEJD,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,singular,definite,knife,The knife snapped the moment it pierced the skin of the sweet potato.,4022,2,3757,39,target
TX2EXBBMDETKRER0INALW6UJ7JLDWQ,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,singular,indefinite,lamp,A lamp  or a torch are the most common light sources for dungeoneering.,3195,1,4615,36,target
IRCK3TYQ4S1D1CVKE5S32CQTOTEKC1,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,singular,definite,cow,The cow is mooing.,3808,2,3478,37,target
TJS7FZR6J8HD909K957FKJT8AMU4P9,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,singular,indefinite,kite,A kite was flying high above the sand dune.,1745,2,2468,34,target
PU7T12N2X0HY23QVDDOXAZKQ2BW5WM,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,plural,definite,pigeon,The pigeons eat seeds.,608,2,7717,35,target
L8FM276UXHV1J8UEBNLDTLK95061EC,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,plural,indefinite,lion,Lions eat meat.,1254,1,2222,32,target
2LN8ZDG6ZLHCH8TVJ9S1N54DTY7G15,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,singular,indefinite,bear,A bear is a large animal,1422,1,4701,33,target
1RF3IAT8FPQAJIIIXLWHAR6RVBMEIU,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,plural,definite,dolphin,The dolphins are always a popular attraction.,1478,1,3014,30,target
RBKWSBGK9UIWFWDOMGF4I6X0FM5DWV,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,singular,definite,bed,The bed is comfortable,3673,2,2566,31,target
9QLXLZG6MQKUGILLEA3OF2VFPRXJ9Q,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,plural,definite,fence,"The fences were blue, having recently been painted.",3542,2,2837,89,target
GJ2YYFUIOGYKK731TNQK16S7871SK7,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,plural,definite,light bulb,The light bulbs crashed to the floor.,2853,2,2951,88,target
GBLB8UUQ2GNO0AVMOZGXQ1GL9G27MB,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,plural,indefinite,gorilla,Gorillas take care of their young like humans.,948,1,3557,83,target
XY73HFXDNIWXKN80LPR64CZRGK5D9U,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,plural,indefinite,cow,Cows go MOO!,2155,1,2439,82,target
UQYKAKQJJCBUQAT7ZI9M74M0G2WUQW,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,singular,indefinite,penguin,A penguin is a cute creature.,2301,1,5383,81,target
BCYQVCFYDMEO3CQ8IUC77LQD15REJ4,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,plural,definite,football,The footballs were flat.,4305,2,2870,80,target
2PD27KL2RNGJ5F0NU3D96HFBN12QR8,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,plural,definite,toilet,The toilets flushed automatically.,3168,2,2294,87,target
DTGLZQYJN0SA8RAX40OUWSWTD4BI35,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,plural,definite,boat,The boats are in the harbor.,2901,2,2877,86,target
BAILMVR2BPVTPM6Q8KU5D8PCA9FVF1,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,plural,indefinite,bicycle,Bicycles are a great way to travel. ,3969,1,2696,85,target
G35DK5HMV1N3X6UDKBQ3VI58V0EOTG,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,singular,indefinite,zipper,A zipper can often get stuck. ,4292,1,2318,84,target
4PY9YEBRS9MUNWQT30EWX7PBSKS9NN,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,singular,definite,piano,The piano needed tuning,336,2,3278,14,target
BKMKEP92QU761C1IBZCIS3LWLXJPIW,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,singular,definite,couch,The couch was full of laundry.,2098,2,2998,15,target
C5VCMPWUTEN6C33GK6IYU62SOOCQRP,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,singular,indefinite,dolphin,A dolphin got caught in our fishing nets.,1277,2,2558,16,target
YYM0TK5X9U2K5QR3YIWTMQW5KF60HW,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,singular,definite,camel,The camel uses his humps to conserve water,301,1,2823,17,target
BQSD51EO58509GEMRFUYUSBC9P3C3X,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,singular,definite,gorilla,The gorilla is an amazing jungle animal.,3222,1,3655,10,target
TC263ND8IDZPXV3G7JBGDXFERE8NYY,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,plural,indefinite,kangaroo,Kangaroos are marsupials.,202,1,3253,11,target
EMLNJ0QKSE6QDCPG24TLZ0PN6L72CM,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,singular,indefinite,butterfly,A butterfly fluttered across the blue sky.,1978,2,2897,12,target
K5WECH229GKIU9U47949A5LUC5MNUW,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,plural,definite,lamp,The lamps lit up the entire room with their glow,4112,2,4536,13,target
3WZDA6DVWU9SPRY0JJ3OH69VWPR354,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,plural,definite,squirrel,"The squirrels utterly destroyed the new bird feeder; clearly, this was war.",3984,2,4462,18,target
HRSJG6UTP0GWRJ6DSNOFSOFG01D8M2,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,plural,definite,cat,The cats meowed.,1832,2,2814,19,target
O9LBPYEW9K2UYXSNMV985BMHJU6PHF,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,singular,indefinite,tire,A tire blew out when it ran over a sharp object.,1989,2,2831,98,target
DHOAR05GRAAPF95EY6Y9MDGN23B82F,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,plural,indefinite,cheetah,Cheetahs are dangerous animals.,1915,1,2532,99,target
EJQSZGJ8H4TQ90B539DR2K4CEC45UE,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,plural,indefinite,bed,Beds were brought and the children had somewhere nice to sleep during the storm.,2615,2,5359,94,target
SL0F1DF6BTRAGD996GCJY4RI1GYINU,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,singular,definite,guitar,The guitar was out of tune.,2710,2,2615,95,target
4SN7ZWT37W83JYFAKYJKGCQLZK8GX6,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,plural,indefinite,skunk,Skunks are cute but stinky.,3776,1,2486,96,target
1RK7MLVG7FJVI3WDNKXQ0HEDEEZK6A,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,plural,indefinite,marble,Marbles are made of glass.,2217,1,2534,97,target
PPLQXZRDBM3QAME200HR8Q82HR24HR,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,plural,indefinite,couch,Couches are comfortable. ,127,1,2327,90,target
KA69SPDZFDCXF0YZCZS50RLC3QZH6Y,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,inanimate,singular,indefinite,car,A car needs gas,380,1,2423,91,target
KTSEANZCTLV2KNX8SQRNBEJR0JZ1KK,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,singular,definite,skunk,The skunk made an awful smell,2030,2,2375,92,target
UXW0S3NIVN1HK9Q5G6GUNBNCLWDU3K,Sat Apr 25 14:37:51 PDT 2015,"""English""",1,animate,singular,indefinite,cat,A cat lays in the sun and sleeps all day.,63,1,3599,93,target
V58GBTB5VUH0Z1TLN0DPHVA4B5XY0K,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,animate,singular,indefinite,bear,A bear is a large animal,1422,1,2338,61,target
GI3UKKT2EFEUTLEB14VE7UV6CEI0GR,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,plural,indefinite,knife,Knives flew through the air at the target. ,1575,2,2698,60,target
JF9K05U58SLHFFA8BXY5S2S5SAKQET,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,singular,definite,guitar,The guitar was out of tune.,2710,1,2205,63,target
X5Q15CXP3II87FON0DIL5E6YXNCWX8,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,plural,definite,car,The cars were all convertibles.,3849,2,2322,62,target
RIIT6KNVM773LU9WNBC1M05FRRX64T,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,animate,singular,definite,cow,The cow is mooing.,3808,1,1813,65,target
U82LQCWSUFG4D7OC2KE6I7I1KPRVPW,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,animate,singular,indefinite,pig,A pig was wallowing in the mud.,4124,2,1338,64,target
8GQB6JY99MEFC9D4VVYCV0MP9UVXJP,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,singular,indefinite,lamp,A lamp  or a torch are the most common light sources for dungeoneering.,3195,2,2239,67,target
53YV3ORN36HNQDLD1UWJ92UNW5ISY9,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,plural,definite,tire,The tires on the car were flat.,3398,2,1235,66,target
JCJI9W4FZVHZF6VGZZT0KZQMM8EZWD,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,animate,singular,indefinite,butterfly,A butterfly fluttered across the blue sky.,1978,2,1341,69,target
NM08AN5L6N8K1SMY34B9T0GNJ1HTFD,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,singular,indefinite,car,A car needs gas,380,1,1554,68,target
JJ1N2G9TY035N5I1AWKAEXTG61NW1V,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,plural,definite,kite,The kites dance in the wind.,3651,1,1213,72,target
BNSMNGB6BJKGSIP2EN4IVXK7I4017D,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,singular,definite,couch,The couch was full of laundry.,2098,2,1085,73,target
70M29I3U8QBW6F1Y789R6TTOWRN47G,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,animate,singular,definite,camel,The camel uses his humps to conserve water,301,2,1740,70,target
442ADSD9CMQ6ZM7IB0A22F5QXDK84T,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,plural,definite,toilet,The toilets flushed automatically.,3168,2,1469,71,target
M4WZE7C9J4DNQ1PUNSB9P2MTJN9OVQ,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,animate,plural,definite,squirrel,"The squirrels utterly destroyed the new bird feeder; clearly, this was war.",3984,2,1806,76,target
J0F8B6W0VNYQZYBIS1I3YIF1Q0JKP8,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,plural,indefinite,guitar,Guitars are the most popular instrument of country artists.,48,1,1814,77,target
AVBP86MSZUN78E41JTSSFO2R9ZSF5T,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,singular,indefinite,zipper,A zipper can often get stuck. ,4292,2,1053,74,target
I1JYMMFUZCBWD926456PAU1RX5TJZZ,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,animate,plural,definite,owl,The owls hooted in the cold night air.,888,2,2020,75,target
DTJL452XSHHI9YPR1ETEXQRYL03MQJ,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,singular,definite,computer,The computer just stopped working.,2297,2,3597,78,target
AFB29HTI0GFY87X32UZZ3863LE8N9T,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,animate,plural,definite,shark,The sharks swam frantically.,2547,2,2165,79,target
9XNNTGSP32AK6FLXFYEHTG6A3YZ1IZ,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,animate,plural,indefinite,cow,Cows go MOO!,2155,1,1733,47,target
LOAXOU7U0TQO5L7K3TZ6YANOQA2M0I,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,singular,indefinite,boat,A boat sailed the sea.,2093,2,1290,46,target
OLL4U4U2V6BMRQH423QTOY9ZJUNMBG,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,singular,indefinite,football,A football was tossed by the quarterback and landed in the stands.,2058,2,1877,45,target
LCF7J4AS48J1XE651USHBHQCS8PMFE,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,singular,definite,bicycle,The bicycle crashed into the fence.,3193,2,1284,44,target
PGXHUZREHNNF78NAK9R7E7MKAXLGK8,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,singular,definite,marble,The marble was rolling down the stars.,181,2,2652,43,target
GY1FVR6JPZRZAF1F1290IHX89ZFI4T,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,animate,plural,indefinite,lion,Lions eat meat.,1254,2,1637,42,target
LGBY229K00SPUD5WWPM1SY5Z40LYY2,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,singular,indefinite,fence,A fence is white.,3835,2,1278,41,target
9M9WV1225OUIZ660RY7OY4UDKD7R94,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,animate,plural,definite,dog,The dogs like to chase cats,324,1,955,40,target
UK41M81IIU5ASM6DZYSDKMU91KALRT,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,plural,indefinite,bed,Beds were brought and the children had somewhere nice to sleep during the storm.,2615,1,3133,49,target
K1U44C6H4NL5MEZUSM3E48TEBSAUKV,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,animate,plural,definite,pig,The pigs squealed in the mud.,655,2,1252,48,target
2S6DVGHPO4GC0COAS5DXXG9KHDEX2F,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,singular,definite,television,The television turned on by itself.,3400,2,2669,58,target
4VT1XS40UJZ4M0H6JGTZRKY10A5KWV,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,animate,plural,indefinite,kangaroo,Kangaroos are marsupials.,202,1,2581,59,target
2DB178ZJWB6ILBLTTL2PIY2G11GDK5,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,animate,plural,indefinite,panda,Pandas chewed bamboo in their cages at the zoo.,2042,2,1622,50,target
9LW37S8R4E5FG4SGEOZ5QNX5I4JVRQ,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,animate,singular,indefinite,owl,An owl lived in the oak tree in the back yard.,220,2,1521,51,target
O1FH9PL3YNHHHE3UQ9RBSI63SYM62G,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,singular,indefinite,kite,A kite was flying high above the sand dune.,1745,2,2182,52,target
FETCWIEAHJT142UEL5ELHVCM9JJI3K,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,animate,plural,indefinite,gorilla,Gorillas take care of their young like humans.,948,1,1957,53,target
XJH3C51VS5JZWC70R8FGZXGX94X91Q,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,plural,definite,lamp,The lamps lit up the entire room with their glow,4112,2,2604,54,target
F7WYWISK07UIJUR1ESKHZ2P5B8H86F,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,plural,definite,fence,"The fences were blue, having recently been painted.",3542,2,1525,55,target
P2WOA3ML663GQZ1VUXPBL6P9NWZ41M,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,singular,indefinite,toilet,A toilet should be cleaned regularly.,279,1,1971,56,target
KSEZUEQQ1GZ0YTDUQ6I1CKX61ZOW93,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,singular,definite,towel,The towel needs to be washed,1089,2,1279,57,target
XLYHJB6VOQZW0RH9XR8672691S1HF4,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,animate,plural,indefinite,camel,Camels are very uncomfortable to ride on without a saddle.,1725,1,2485,29,target
L7G7OP4CRVOC9NM1N4NQ9IOCXE0SZV,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,animate,singular,indefinite,turtle,A turtle moved slowly across the grass.,1145,2,2258,28,target
G6JOYDCVRB012PWPWZTM7ZX25IA9AV,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,plural,definite,light bulb,The light bulbs crashed to the floor.,2853,2,2173,25,target
VSG8P0IQBEPBFX3XX0AG92AKYQPEAI,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,animate,singular,definite,panda,The panda is a mammal.,2416,1,1709,24,target
36IWARFCCYAJ10IJDTD7H9CNJ7M6L1,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,singular,definite,bed,The bed is comfortable,3673,2,2477,27,target
EN48LSLUDJIB3N0F0C77P0UF62PLN2,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,animate,plural,definite,penguin,The penguins waddled.,1040,2,1917,26,target
RH9FH3K6OK6DYI0WFQSBWUOB1KN7N2,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,singular,definite,piano,The piano needed tuning,336,2,1363,21,target
ELMATBQSTVPABIOI1DIKWDWSQYNYS1,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,animate,plural,indefinite,peacock,Peacocks are brightly colored,4254,1,2788,20,target
K3OGWGJA7CX5EXRS2MVQTUENZLFDEW,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,animate,singular,definite,peacock,The peacock PROUDLY SHOWED ITS COLORS. ,3139,2,4564,23,target
49PTMB5GM98J4OF744QJIHH156RS95,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,animate,plural,indefinite,skunk,Skunks are cute but stinky.,3776,1,2140,22,target
98SFKOH9BMLUTF37O2F99LFYT3DBW4,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,animate,plural,definite,butterfly,The butterflies migrated many miles.,3773,2,1724,100,target
0OGUP3KHXIYRFGHX7DIQKARRC6CLS8,Sat Apr 25 14:38:32 PDT 2015,"""English""",1,inanimate,plural,definite,boat,The boats are in the harbor.,2901,2,4302,6,target
